Country,GDP per capita,average Internet connexion speed,alchool consumption per capita,homocide rate,Military % of GDP,HDI,Democracy index,Equivalent to a 2-year degree or higher (%),Importance of religion,% Christian,Muslim percentage of total population,Buddhist population,Jewish population,"2019 mortality rate, under-5 (per 1000 live births)",Age of crime responsibility,minimum wage,external debt,income equality,total health expenditure,suicide rate,Fertility rate,tabacco consumption,Obesity rate,number of internet users,Median age,economic freedom,Oil production per capita,population growth rate,Life expectancy at birth,meat consumption (Kg per capita),incarceration rate per 10000,literacy rate,Women's age first marriage,Expenditure on education(% of GDP),"Homelessper 10,000",Milk consumption 2013 (kg/capita/yr),Papers per capita in ppm (2018),books published,kilocalories,"Average yearly temperature (1961-1990, Celsius)"
Guyana,6610.0,45.37,6.3,14.2,2.8455728121830592,0.68,6.01,39.95908127538501,0.6788464535452325,0.64,7.3,0.0,-0.07423307644076971,29.3,12.593310745478945,2015.0,36.0,44.6,513.0,40.9,2.44,26.9,20.2,0.37,27.5,56.8,12752.953885912953,0.57,65.7,31.8,239.0,49.9,21.5,6.3,167.33794724388326,141.68,17.97,42.0,2740.0,26.0
Haiti,715.0,61.789564282491256,5.8,6.7,1.8956065000927564,0.51,4.22,43.94965621609835,0.85,0.96,0.1,0.0,-4.893220612781434,62.8,12.161849780882449,1075.0,24.0,41.1,144.0,11.2,2.89,12.4,22.7,0.12,24.1,52.7,28011.56742810353,1.2,64.1,15.3,97.0,8.5,23.7,2.5,34.0,18.98,2.61,-17689.494703270786,1850.0,24.9
Honduras,2575.0,55.89733687947842,4.0,38.9,2.056856432336944,0.63,5.36,33.9700075027918,0.860888979076554,0.88,0.3,0.0,1.007360937248606,16.8,10.080364057206669,2372.0,38.0,52.1,362.0,2.6,2.43,23.338876857577645,21.4,0.31,24.4,60.2,-42510.40903379157,1.63,71.9,24.7,237.0,66.3,21.2,6.0,1235.0,91.33,4.69,102.0,2610.0,23.5
Hungary,16879.0,193.8,11.4,2.5,1.9182610246750302,0.85,6.56,32.0,0.39,0.59,0.5,0.0,0.3,3.7,12.0,6647.0,160.0,30.6,2115.0,11.8,1.49,40.0,26.4,0.77,43.6,65.0,1426.0,-0.34,76.4,100.7,169.0,99.1,29.3,4.7,10.0,159.05,690.29,11645.0,3470.0,9.75
Iceland,71345.0,149.5227462873055,9.1,0.9,2.020824333115689,0.95,9.37,40.0,0.3708093364646039,0.75,0.2,0.0,2.625163705773751,2.0,15.0,13625.119622393962,81.0,26.8,5113.0,11.2,1.75,30.3,21.9,0.98,37.1,77.1,159719.40943736222,0.77,82.3,84.8,33.0,66.39023608912872,32.7,7.5,10.3,225.82,2022.49,1767.0,3260.0,1.75
India,2116.0,55.76,5.7,3.1,2.9,0.65,6.61,32.468641102115924,0.9,0.02,14.6,0.01,0.03,34.3,7.0,709.0,20.2,37.8,275.0,12.9,2.2,48.9,3.9,0.62,28.7,55.2,554.0,1.1,70.8,5.2,35.0,45.4,22.2,3.1,15.0,84.5,100.39,90000.0,2360.0,23.65
Indonesia,4136.0,20.510223044550628,0.8,0.4,2.9510946975338745,0.72,6.3,11.0,0.99,0.11,86.7,0.01,0.0,23.9,12.0,2477.0,37.0,39.0,375.0,2.6,2.29,41.8,6.9,0.79,31.1,65.8,3192.0,1.05,71.3,8.3,93.0,70.1,19.0,3.6,136.0,14.82,100.68,135081.0,2550.0,25.85
Iran,7282.0,110.63799231918904,1.0,2.5,2.54308084922088,0.78,2.2,31.599271374532613,0.73,0.0,99.4,0.0,0.05,13.9,12.0,1275.0,2.0,40.8,1691.0,5.1,2.15,21.4,25.8,0.96,31.7,51.1,49714.0,1.04,77.3,23.1,228.0,36.8,23.8,4.0,1.9,46.69,590.54,102691.0,3050.0,17.25
Iraq,5730.0,64.50237076831672,0.4,10.1,2.2783452394384396,0.67,3.62,41.93317302403797,0.84,0.03,95.7,0.0,0.8407123427771239,25.9,9.0,2538.0,44.0,29.5,716.0,4.7,3.6,28.0,30.4,0.49,21.2,60.73481132251776,119664.0,2.78,72.4,40.57494336301275,126.0,20.4,25.3,3.5,304.0,22.18,158.01,-13590.948463417706,2822.563872600713,21.4
Ireland,81637.0,112.81,13.0,0.9,1.5866607653310512,0.96,9.05,52.0,0.54,0.84,1.4,0.0,0.02,3.3,10.0,23395.0,701.0,32.8,5897.0,8.9,1.7,35.5,25.3,0.84,37.8,80.5,164349.65371175332,0.78,81.8,106.3,74.0,60.48694469806897,34.8,3.7,16.0,291.86,1488.79,23676.809183978883,3590.0,9.3
Israel,46376.0,147.36,3.8,1.5,5.6,0.92,7.84,46.0,0.51,0.04,18.0,0.0,40.0,3.7,12.0,17842.0,33.0,39.0,3207.0,5.2,3.01,31.3,26.1,0.81,30.4,72.8,47.0,1.55,82.6,97.1,234.0,79.8,25.0,5.8,29.0,193.6,1459.76,8411.0,3530.0,19.2
Italy,33090.0,90.93,7.5,0.6,1.6,0.89,7.74,25.0,0.72,0.83,4.8,0.0,0.17,3.1,14.0,10607.580156238299,141.0,35.9,3624.0,4.3,1.27,26.4,19.9,0.83,46.5,62.2,1189.0,-0.13,83.0,90.4,89.0,96.7,31.3,3.8,8.4,246.88,1175.05,61966.0,3650.0,13.45
Jamaica,5369.0,37.95,4.2,43.9,1.8004875117762689,0.73,7.13,31.624436361154217,0.7,0.65,0.2,0.0,0.0,13.9,13.361051407843135,2730.0,122.0,45.5,559.0,2.3,1.97,19.3,24.7,0.48,29.4,68.6,17304.39254305279,0.29,76.0,56.8,137.0,66.6,33.2,5.4,1041.5821928231594,91.13,55.88,-15289.508949877287,2840.0,24.95
Japan,40063.0,167.18,8.0,0.3,1.0,0.92,8.13,60.0,0.24,0.02,0.1,0.36,0.01,2.5,11.0,15646.0,96.0,32.9,4504.0,12.2,1.36,33.3,4.3,0.92,48.6,72.1,30.0,-0.23,84.67,45.9,38.0,78.05399951128962,29.3,3.6,0.3,72.06,776.66,139078.0,2800.0,11.15
Jordan,4405.0,67.35,0.7,1.4,2.598170188810296,0.73,3.62,35.00996805446046,0.96,0.06,97.2,0.0,1.501052785028989,15.6,11.19696322137203,5408.0,83.0,33.7,738.0,2.0,2.69,21.96747752471468,35.5,0.65,23.5,66.5,131411.6306083526,2.17,77.9,29.8,198.0,87.7,23.8,3.6,0.0,77.68,263.61,511.0,3000.0,18.3
Kazakhstan,9793.0,56.12,7.7,5.1,2.218401389924816,0.83,3.14,38.70250477576239,0.53,0.26,70.2,0.0,0.02,10.5,14.0,887.0,91.0,27.5,784.0,18.1,2.9,33.2,21.0,0.76,31.6,65.4,88686.0,1.13,74.0,44.8,157.0,99.5,24.3,2.8,0.6,288.12,129.21,1226.0,3510.0,6.4
Kenya,1817.0,64.0084123587443,3.4,4.9,2.301072945337678,0.6,5.05,41.9722105198106,0.94,0.85,11.2,0.0,0.0,43.2,8.0,755.0,26.0,40.8,179.0,11.0,3.42,18.7,7.1,0.17,20.0,55.1,14599.296909026918,2.49,66.1,14.3,81.0,54.0,20.2,5.2,73.3,94.86,24.26,300.0,2030.0,24.75
South Korea,32143.0,241.58,10.2,0.6,2.8,0.92,8.01,69.0,0.43,0.28,0.1,0.23,0.0,3.2,12.0,18695.0,33.0,31.6,3214.0,21.2,0.86,35.0,4.7,0.8905768080914438,43.2,72.3,-25147.324913968332,0.36,83.06,48.0,105.0,59.56892019121253,30.4,5.1,2.0,29.05,1297.12,63476.0,3040.0,11.5
Kuwait,31999.0,130.66,0.0,1.8,2.9980076092703136,0.81,3.8,44.66988913308798,0.91,0.15,74.6,0.03,-4.1391183413106845,7.9,7.0,2372.0,51.0,34.578964057280956,3669.0,2.7,2.08,26.3,37.9,0.98,29.7,60.8,721575.0,1.78,81.0,60.2,117.0,69.5,27.5,3.8,90.70705354721281,157.66,242.67,196.0,3030.0,25.35
Kyrgyzstan,1318.0,48.12,6.2,2.2,2.003810418037884,0.7,4.21,38.92971563460366,0.72,0.14,85.0,0.0,0.0,18.3,14.0,196.0,112.0,27.7,260.0,8.3,3.3,31.7,16.6,0.37,27.3,62.3,169.0,1.44,74.2,39.0,161.0,92.5,21.8,6.1,237.34472172090227,210.92,21.73,1455.0,2660.0,1.55
Laos,2625.0,43.98,10.4,-6.339972928124894,2.6394582880063675,0.61,1.77,39.942572128490035,0.97,0.02,0.1,0.66,-2.4222927466564173,45.5,15.0,1869.0,53.0,36.4,167.0,6.0,2.63,61.1,5.3,0.25,24.0,57.4,-25945.5116922842,1.45,68.5,15.0,130.0,58.6,20.5,2.9,382.2651469471689,2.92,12.32,88.0,2240.0,22.8
Latvia,17885.0,128.69,12.9,4.4,2.3393395771684276,0.87,7.24,40.0,0.39,0.75,0.15,0.0,0.03,3.6,14.0,6853.0,126.0,35.6,1896.0,16.1,1.61,40.5,23.6,0.82,44.4,70.4,23952.79499355622,-1.03,75.4,45.7,175.0,99.9,28.2,4.7,35.3,174.11,735.3,2910.0,2990.0,5.6
Lebanon,7784.0,90.73713319470181,1.5,2.5,2.0574275633971144,0.74,4.16,41.70905713367064,0.87,39.5,57.7,0.0,0.02677476206130791,7.2,13.16764597578771,5212.0,63.0,31.8,1086.0,2.8,2.08,44.1,32.0,0.69,33.7,51.1,6375.313266130281,0.57,76.4,63.1,205.0,60.2,28.8,2.5,42.68777700673422,114.52,258.91,3686.0,3090.0,16.4
Lesotho,1158.0,77.04805926623817,5.0,43.6,2.11619666133108,0.53,6.3,43.29067032458205,0.6271632830737247,0.9,0.1,0.0,-0.6597921754890663,86.4,10.809378135935788,978.0,53.0,44.9,309.0,87.5,3.11,23.5,16.6,0.32,24.7,53.1,-6843.639052355895,1.31,50.7,15.4,92.0,51.4,20.9,6.5,36.52196783326531,25.35,9.01,-245.9717630467494,2460.0,11.85
Liberia,523.0,106.14412729650365,5.8,3.3,2.263525171366477,0.48,5.32,41.268160230837445,0.94,0.86,20.0,0.0,3.206158308655489,84.6,13.532227962156984,774.0,51.0,35.3,12643.0,7.4,4.25,14.2,9.9,0.08,18.0,49.7,110291.75580803712,2.52,64.1,7.9,54.0,32.8,18.9,2.3,448.18716777711916,3.04,5.19,94885.227069465,2200.0,25.3
Libya,4810.0,67.32871296880256,0.0,3.338550219793442,2.6166500394754877,0.72,1.95,49.96934001943808,0.931224503519529,0.03,97.0,0.0,-3.070794705709588,11.5,14.0,3863.0,9.0,39.26896871591586,897.3064207818898,4.5,2.21,25.606985217277327,32.5,0.21,25.8,58.54132316152807,159383.0,1.33,75.8,28.6,139.0,24.2,29.2,2.3,405.0,75.0,24.26,26.0,3150.0,21.8
Lithuania,19795.0,132.67,15.0,4.6,1.7485101309218374,0.88,7.13,55.0,0.42,0.84,0.1,0.0,0.02,3.7,14.0,8054.0,74.0,37.3,2313.0,20.2,1.61,36.3,26.3,0.8,44.5,74.2,689.0,-0.55,76.0,49.5,216.0,99.8,27.3,4.0,14.1,295.46,809.28,3075.0,3430.0,6.2
Luxembourg,115481.0,154.26,13.0,0.3,1.6056704509548476,0.92,8.68,50.0,0.39,0.72,2.3,0.0,0.0,2.8,18.0,28438.0,22.1,34.9,6048.0,8.6,1.34,29.5,22.6,0.95,39.5,75.9,177883.68857171107,1.27,82.4,141.7,83.0,66.64556394587491,31.1,4.0,37.5,255.3,1438.16,2000.0,3680.0,8.65
Madagascar,523.0,41.4,1.9,1.6717242479876324,1.788755678445371,0.53,5.7,38.05231726390554,0.93,0.85,10.0,0.0,0.0,50.6,12.317120068535896,397.0,41.0,42.6,79.0,9.2,4.03,44.0,5.3,0.1,20.3,56.6,-32332.892244524905,2.67,65.3,17.6,102.0,49.4,18.4,2.8,-261.8693550538949,24.84,4.84,119.0,2130.0,22.65
Malawi,435.0,54.98612845274397,3.7,1.8,1.8858422021273054,0.48,5.74,39.57770278430702,0.99,0.82,20.0,0.0,0.28360135012879795,41.6,11.726540737570087,288.0,39.0,44.7,120.0,10.6,4.13,25.8,5.8,0.14,16.8,51.4,-25458.306969164638,2.87,65.6,5.1,71.0,35.1,17.9,4.0,-44.15462127585897,7.98,12.73,117.0,2150.0,21.9
Malaysia,11414.0,103.34,0.9,2.1,2.5754925726487627,0.81,7.19,32.387000906550156,0.96,0.09,61.3,0.2,1.79053621329939,8.6,10.0,2663.0,68.0,41.0,1194.0,5.8,1.98,28.9,15.6,0.8,29.2,74.0,21202.0,1.35,74.7,50.9,212.0,47.1,25.7,4.7,311.4275297304723,25.28,750.48,15354.0,2890.0,25.4
Mali,887.0,78.16380685840443,1.3,1.2478089952631315,1.8825771788010988,0.43,3.93,32.511107821155555,0.95,0.02,95.0,0.0,3.9414890600839954,94.0,10.454062264459,583.0,26.0,33.0,90.0,8.0,5.79,13.0,8.6,0.12,16.1,58.1,28179.256863480783,2.99,62.8,19.0,33.0,13.6,16.7,3.1,164.0,98.68,4.72,14.0,2590.0,28.25
Malta,33752.0,134.48,8.1,1.6,2.182784750326464,0.9,7.68,38.94506319787707,0.86,0.92,2.6,0.0,0.0,7.0,11.801275458176313,10668.0,691.0,29.2,3897.0,5.3,1.1,33.9,28.9,0.79,42.3,68.6,68067.71007884957,0.31,81.9,86.9,153.0,85.8,29.2,5.3,121.53577403625945,190.06,960.73,404.0,3600.0,19.2
Mauritania,1678.0,83.20519580450792,0.0,5.757603135853825,1.868701704861162,0.55,3.92,39.6211218880763,0.98,0.0,99.9,0.01939479232104649,1.7513051037581278,72.9,7.0,981.0,76.0,32.6,190.0,5.5,4.5,23.976493076399024,12.7,0.21,21.0,55.7,55254.16353899613,2.69,68.4,29.9,53.0,26.6,19.0,2.6,202.6633616121337,160.82,4.54,-10798.815076130151,2810.0,27.65
Mauritius,11169.0,61.60891642078542,3.6,2.9,2.143793157809408,0.8,8.14,43.371727592041296,1.0505982324526715,0.32,17.3,0.0,-3.2912713559718085,16.0,10.950778734239908,2983.0,2007.0,36.8,1381.0,8.8,1.4,35.9,10.8,0.56,36.3,73.0,-59062.87207630242,0.23,74.1,39.6,218.0,64.6,25.4,4.8,-136.41965957824482,117.27,106.79,80.0,2930.0,22.4
Mexico,9849.0,48.35,6.5,29.1,2.146535305132385,0.78,6.07,21.0,0.73,0.89,0.01,0.0,0.25,14.2,12.0,3266.0,43.0,45.4,1066.0,5.3,2.1,24.1,28.9,0.69,29.3,64.7,17142.0,1.23,76.0,58.6,166.0,78.9,26.0,4.9,35.4,111.87,129.53,7521.0,3260.0,21.0
Moldova,2957.0,114.01,15.2,4.1,2.4418731180659963,0.75,5.78,42.39614853484184,0.72,0.95,0.4,0.13460797662677726,0.01,14.4,14.0,1895.0,70.0,25.7,480.0,12.2,1.27,24.5,18.9,0.6173376189458613,37.7,59.1,-33717.78879631456,-0.24,73.3,22.7,182.0,95.8,25.8,6.7,397.83215832003657,155.18,51.83,-4286.296622515656,2850.0,9.45
Mongolia,4295.0,43.67,7.4,6.2,1.556390271682643,0.74,6.48,44.48498194117791,0.842660979291592,0.01,5.0,0.55,2.726871380626214,15.6,14.0,1892.0,245.0,32.7,519.0,18.0,2.87,38.5,20.6,0.23,29.8,55.4,7739.0,1.5,68.1,108.8,154.0,94.6,26.0,4.1,-825.823478638539,139.82,44.48,285.0,2240.0,-0.7
Montenegro,8825.0,64.44,8.0,2.2,2.041962217478492,0.83,5.77,40.0041163198022,0.71,0.79,19.1,0.0,-0.4341766895690924,2.3,14.0,2645.0,151.0,39.0,1711.0,16.2,1.75,35.89439711076335,23.3,0.8,39.6,60.5,22098.74369159632,0.04,75.9,44.17033588203242,172.0,93.9,28.6,4.76061483946891,185.3988634766206,349.21,398.21,17344.33660839207,2700.0,10.55
Morocco,3282.0,95.36835801576547,0.6,1.4,2.1811518718262626,0.69,5.04,35.00614239315027,0.97,0.01,99.0,0.0,0.01,21.4,12.0,3736.0,46.0,39.5,467.0,7.3,2.38,23.4,26.1,0.61,29.1,62.9,4.0,1.26,73.0,20.6,238.0,34.1,25.5,5.4,479.30120202169144,54.68,140.36,3677.0,3260.0,17.1
Mozambique,504.0,55.92828491992941,2.4,3.5,2.5376136630920465,0.46,3.51,34.62971248721722,0.86,0.56,17.9,0.0,0.09266393240765325,74.2,16.0,576.0,72.0,54.0,118.0,23.2,4.78,27.8,7.2,0.21,17.0,48.6,-30808.623385538405,2.86,58.1,5.6,63.0,26.0,17.5,6.5,246.0,4.79,4.71,9717.219930488529,2070.0,23.8
Myanmar,1421.0,115.6969084362238,4.8,2.3,1.9744983418704782,0.58,3.04,43.73060622073732,0.97,0.06,351.205335084589,0.9,-1.2811548394880674,44.7,7.0,672.0,17.0,30.7,292.0,3.0,2.14,63.3,5.894299793629999,0.31,30.030015009771255,53.6,284.0,0.9,69.1,10.7,171.0,58.2,20.5,2.2,93.7,31.48,4.3,3660.0,2338.0074022265676,13.05
Namibia,4957.0,89.66529128468039,9.8,17.7,1.6642548520412381,0.65,6.52,31.497903535945255,0.92,0.9,0.4,0.0,0.0,42.4,14.229173380257265,2106.1789829191184,64.0,59.1,883.0,13.5,3.34,27.0,17.2,0.38,21.8,58.7,-17249.413339559454,2.12,64.6,34.0,295.0,56.7,29.2,8.4,338.38366152642584,73.05,63.72,106.0,2360.0,19.95
Nepal,1074.0,87.21510097596428,2.0,2.3,2.4979692523283274,0.6,5.22,43.95356944188954,0.93,0.01,4.2,0.1,-2.0847355199549895,30.8,10.0,1430.0,16.0,32.8,180.0,9.8,1.88,64.2,4.1,0.36,25.3,53.8,-23565.993341257563,1.09,70.9,10.0,86.0,20.8,17.9,5.2,161.96594238934972,52.1,28.19,50193.101900093345,2340.0,8.1
Netherlands,53053.0,152.94,8.7,0.6,2.555101438595556,0.94,8.96,45.0,0.33,0.4,5.1,0.0,0.19,4.0,12.0,23315.0,453.0,28.5,5635.0,9.3,1.57,32.2,20.4,0.93,42.8,76.8,1070.0,0.29,81.8,89.3,63.0,78.0876491375733,30.9,5.5,21.0,341.47,1785.33,16502.0,3000.0,9.25
New Zealand,43264.0,153.88,10.7,0.7,2.369290597613489,0.93,9.25,39.0,0.33,0.37,0.9,0.02,0.05,4.7,10.0,27407.0,90.0,34.74328264976818,4024.0,10.3,1.72,29.6,30.8,0.9,37.2,84.4,7633.0,0.93,82.0,142.1,188.0,71.3159320980493,29.665878649347807,6.4,86.0,137.25,1663.25,3600.0,2810.0,10.55
Nicaragua,1913.0,69.35907735322485,5.2,7.2,2.498825531682214,0.66,3.6,44.11070334913414,0.7,0.85,0.1,0.0,-1.6907738813581403,16.6,13.0,1599.0,83.0,46.2,474.0,4.7,2.38,28.669379007826635,23.7,0.27,27.3,57.7,8907.676239116176,1.07,75.0,14.9,332.0,49.2,20.6,4.3,188.21903069257064,85.16,6.81,27.0,2420.0,24.9
Niger,555.0,74.40378197377004,0.5,4.4,2.056954993408752,0.39,3.29,36.836093992662725,1.0,0.01,98.3,-0.13954346059745085,3.546352276150884,80.4,10.182532135700217,615.0,36.0,34.3,78.0,10.1,6.82,7.9,5.5,0.1,14.8,51.6,631.0,3.81,63.3,11.2,47.0,13.7,15.7,3.5,282.7734961057595,58.92,2.45,-950.4682855637511,2390.0,27.15
Nigeria,2361.0,114.37890786513447,13.4,34.5,1.777757355343697,0.54,4.1,30.02601340270757,0.96,0.49,53.5,0.0,0.0,117.2,7.0,1108.0,2.0,35.1,233.0,6.9,5.32,7.3,8.9,0.7,18.6,57.3,10752.0,2.58,62.6,8.6,32.0,21.6,19.3,3.0030599469334787,1658.0,7.91,28.6,1314.0,2710.0,26.8
North Macedonia,6093.0,37.2,6.677371314513494,1.2,2.18784743589182,0.77,5.89,34.24160573200949,0.76,0.71,33.3,0.0,0.0,6.1,14.0,2293.0,73.0,34.2,1073.0,7.2,1.49,41.24900641015685,22.4,0.76,39.0,71.1,12332.336541350407,0.08,74.8,35.4,105.0,84.28030826658627,26.0,3.3,324.8088723196613,157.93,236.68,27730.407004381443,2851.790186591222,9.8
Norway,74986.0,159.99,7.5,0.5,2.213802148044863,0.96,9.81,48.0,0.22,0.77,3.2,0.01,0.01,2.4,15.0,10410.526528032511,181.0,27.0,6818.0,11.8,1.53,43.0,23.1,0.96,39.5,73.0,313661.0,0.94,82.6,61.7,49.0,64.88938469115806,31.9,8.0,7.0,261.34,2211.14,10204.0,3450.0,1.5
Oman,15343.0,57.53,0.8,0.3,3.059809528487002,0.81,3.0,36.53807951150888,1.0,0.07,86.0,0.01,-4.448290267182109,11.4,9.0,10143.0,35.0,39.19198465713717,1730.0,4.5,2.84,9.5,27.0,0.77,26.2,61.0,217178.0,4.08,73.9,49.8,45.0,41.9,24.8,6.8,-113.14344898435888,152.28,177.25,7.0,2896.273628469817,25.6
Pakistan,1187.0,58.04967455109693,0.3,3.9,2.130750584388063,0.56,4.31,39.061089292007644,0.92,0.02,96.5,0.0,0.32685263927543673,67.2,7.0,1539.0,43.0,33.5,178.0,0.6,3.45,41.5,8.6,0.56,22.0,55.0,400.0,1.91,65.6,12.3,38.0,27.1,18.3,2.9,943.0,183.13,60.8,3811.0,2280.0,20.2
Panama,15728.0,125.25,7.9,9.4,1.8987486308944197,0.82,7.18,39.083026389480025,0.88,0.92,0.7,0.0,0.06,14.9,12.0,3819.0,157.0,49.2,1857.0,2.9,2.44,16.9,22.7,0.57,30.1,67.2,78205.4081118243,1.55,79.3,54.5,420.0,80.9,21.6,4.1,-298.5619228192129,70.29,41.42,940.0,2450.0,25.4
Papua New Guinea,2845.0,70.02831014603066,1.2,7.548776809312433,1.8975662100900248,0.56,6.1,34.634356144853854,1.0055559783011119,0.97,0.1,0.0,1.8409870385411224,44.8,7.0,2161.0,111.0,41.9,101.0,3.6,3.52,28.201782668291244,21.3,0.11,24.0,58.4,7013.0,2.01,65.3,73.0,62.0,33.0,21.4,3.4728708164700626,257.10491756837405,70.70716157824114,7.44,122.0,2390.736571052877,25.25
Paraguay,5406.0,56.89,7.2,7.1,1.9553940950563753,0.73,6.18,32.488771792664494,0.92,0.96,0.1,0.0,0.01,19.4,14.0,4402.0,54.0,46.2,935.0,6.2,2.41,29.8,20.3,0.6,29.7,61.8,11443.66519383667,1.25,75.8,70.3,241.0,77.8,22.7,3.4,69.87002396535127,75.72,14.09,1007.0,2660.0,23.55
Peru,6978.0,51.81,6.3,7.9,1.9449847796411905,0.78,6.53,40.983098827353004,0.84,0.87,0.1,0.0,0.01,13.2,14.0,3344.0,44.0,42.8,767.0,2.7,2.23,33.9,19.7,0.49,29.1,67.8,1267.0,1.2,79.9,34.5,290.0,77.7,23.5,3.9,223.0,62.15,50.96,4101.0,2410.0,19.6
Philippines,3324.0,49.31,6.6,6.5,2.1276557863905268,0.72,6.56,35.02683059191217,0.96,0.85,8.0,0.0,0.0,27.3,15.0,2696.0,27.0,44.4,394.0,2.5,2.53,35.3,6.4,0.69,24.1,63.8,193.0,1.51,70.4,31.1,200.0,90.1,25.3,2.7,424.0,15.66,20.98,1507.0,2580.0,25.85
Poland,15727.0,130.98,11.6,0.7,2.280734440693605,0.88,6.85,43.0,0.75,0.94,0.02,0.0,0.03,4.4,13.0,9408.0,60.0,29.7,2015.0,9.3,1.42,40.8,23.1,0.92,41.9,67.8,525.0,-0.17,78.3,78.1,181.0,93.0,27.0,4.6,8.0,205.39,940.44,21130.0,3410.0,7.85
Portugal,23350.0,150.39,12.3,0.8,2.0253533680038434,0.86,7.9,33.0,0.72,0.84,0.4,0.01,0.0,3.7,16.0,9594.0,203.0,33.8,3242.0,7.2,1.42,25.3,20.8,0.74,44.6,65.3,-66327.18840057566,-0.39,81.6,91.1,111.0,80.5,31.0,4.9,3.0,205.04,1393.79,7868.0,3580.0,15.15
Qatar,64782.0,105.2,2.0,0.4,2.73899499388476,0.85,3.24,37.96263854132656,0.95,0.14,77.5,0.03,-2.7802018974874727,6.5,7.0,8862.101390181058,83.0,34.604733820488974,3166.0,4.7,1.85,15.6,35.1,0.91,33.7,72.6,500000.0,2.36,77.2,90.5,53.0,41.0,25.4,2.9,173.84981883255728,160.53512353826136,540.32,209.0,3107.382360112636,27.15
Romania,12914.0,214.33,12.6,1.3,2.4437996316077184,0.83,6.4,40.58957236047322,0.84,0.98,0.65,0.0,0.06,7.0,14.0,6513.0,58.0,36.0,1576.0,7.3,1.76,42.0,22.5,0.64,42.5,68.6,25469.0,-0.5,75.6,54.5,116.0,96.8,26.7,3.1,7.0,238.33,530.35,14984.0,3490.0,8.8
Russia,11606.0,87.01,11.7,8.2,4.3,0.82,3.31,58.0,0.34,0.62,44484.0,0.0,1.0,5.8,14.0,2371.0,32.0,37.5,1488.0,21.6,1.5,34.2,23.1,0.85,40.3,58.9,73292.0,0.01,73.2,51.0,325.0,99.2,24.9,3.7,4.0,163.57,559.78,115171.0,3320.0,-5.1
Rwanda,820.0,126.79718498640483,9.0,2.6,1.9415692799150666,0.54,3.1,44.852453215101775,0.95,0.94,4.8,0.26103156409099193,1.653102287366572,34.3,14.0,-907.8841054380246,29.0,43.7,170.0,9.5,3.99,20.2,5.8,0.22,19.7,71.1,-105855.01913541497,2.36,69.1,4.4,511.0,24.3,20.6,3.1,-43.45963007104365,7.23,13.82,43014.97657974923,2090.0,17.85
Saudi Arabia,23140.0,90.24,0.2,1.3,8.4,0.85,2.08,26.0,0.93,0.05,98.2,0.0,22.16841483173649,6.6,12.0,9600.0,31.0,29.472412151036835,3520.0,5.4,2.28,17.2,35.4,0.8,30.8,60.7,324866.0,1.9,74.3,44.6,207.0,51.4,20.4,5.6,-213.3564598464102,83.65,323.36,2387.0,3120.0,24.65
Senegal,1452.0,35.32,0.7,0.3,2.039233730823062,0.51,5.67,36.08175696733406,0.96,0.04,96.1,0.0,0.38722915124765933,45.3,13.0,649.0,42.0,40.3,146.0,11.0,4.56,14.7,8.8,0.3,19.4,56.3,-12743.622050428647,2.77,68.6,17.7,68.0,21.5,19.9,4.8,102.07724236528543,16.86,24.47,7831.300779862213,2280.0,27.85
Serbia,7359.0,77.88,11.1,1.2,1.9806011700473913,0.81,6.22,37.91648046097686,0.54,0.91,3.1,0.0,0.01,5.3,14.0,3410.0,62.0,36.2,1485.0,7.9,1.52,45.9,21.5,0.7,43.4,63.9,2272.0,-0.34,75.9,54.93885692279201,158.0,96.6,28.1,4.0,28.5,148.53,652.98,11897.0,2700.0,10.55
Seychelles,17382.0,97.45754274755996,13.8,12.5,2.2966596936856982,0.8,6.325064148913374,40.04867838715099,0.7041696534552406,0.95,1.1,0.0,-1.068579044290317,14.2,13.218620276674226,3957.0,180.0,46.8,1549.0,7.7,2.34,25.7,14.0,0.57,36.8,61.4,-2089.3169237572583,0.5,73.3,51.1,324.0,71.5,25.2,4.4,-231.88852594873674,79.23,102.99,16131.57994303148,2400.0,27.15
Sierra Leone,528.0,63.74838395676835,5.7,1.7,2.085842924726472,0.45,4.86,38.37168765522438,0.9092508939212367,0.15,78.6,0.0,-1.7614142528160102,109.2,14.0,666.0,36.0,35.7,257.0,11.3,4.17,37.0,8.7,0.13,19.1,47.5,-30383.614005725423,2.12,60.8,6.1,60.0,3.7,17.1,4.6,191.46583398093549,7.0,5.36,-28238.08940035582,2120.0,26.05
Singapore,64103.0,245.5,2.5,0.2,2.391825342547045,0.94,6.03,48.37200769939406,0.7,0.18,15.6,0.34,0.01,2.5,10.0,10023.876956316439,471.0,38.3575501240281,4439.0,9.7,1.14,16.6,6.1,0.84,35.6,89.4,147692.92391680263,1.4,83.2,71.1,185.0,84.0,25.658442704187102,2.9,151.54346615839336,104.67637369447522,1990.27,12000.0,2976.782229599373,26.45
Slovakia,19256.0,101.28,11.5,1.1,2.3448877879983057,0.86,6.97,31.0,0.47,0.8,0.15,0.0,0.02,5.8,14.0,8410.0,112.0,25.2,2180.0,9.3,1.56,32.1,20.5,0.82,41.8,65.0,37.0,0.04,78.2,67.4,190.0,102.02936859526653,28.1,3.9,-409.3270228760671,143.14,975.97,9400.0,2900.0,6.8
