Country,GDP per capita,average Internet connexion speed,alchool consumption per capita,homocide rate,Military % of GDP,HDI,Democracy index,Equivalent to a 2-year degree or higher (%),Importance of religion,% Christian,Muslim percentage of total population,Buddhist population,Jewish population,"2019 mortality rate, under-5 (per 1000 live births)",Age of crime responsibility,minimum wage,external debt,income equality,total health expenditure,suicide rate,Fertility rate,tabacco consumption,Obesity rate,number of internet users,Median age,economic freedom,Oil production per capita,population growth rate,Life expectancy at birth,meat consumption (Kg per capita),incarceration rate per 10000,literacy rate,Women's age first marriage,Expenditure on education(% of GDP),"Homelessper 10,000",Milk consumption 2013 (kg/capita/yr),Papers per capita in ppm (2018),books published,kilocalories,"Average yearly temperature (1961-1990, Celsius)"
Philippines,3324.0,49.31,6.6,6.5,,0.72,6.56,,0.96,0.85,8.0,0.0,0.0,27.3,15.0,2696.0,27.0,44.4,394.0,2.5,2.53,35.3,6.4,0.69,24.1,63.8,193.0,1.51,70.4,31.1,200.0,90.1,25.3,2.7,424.0,15.66,20.98,1507.0,2580.0,25.85
Poland,15727.0,130.98,11.6,0.7,,0.88,6.85,43.0,0.75,0.94,0.02,0.0,0.03,4.4,13.0,9408.0,60.0,29.7,2015.0,9.3,1.42,40.8,23.1,0.92,41.9,67.8,525.0,-0.17,78.3,78.1,181.0,93.0,27.0,4.6,8.0,205.39,940.44,21130.0,3410.0,7.85
Portugal,23350.0,150.39,12.3,0.8,,0.86,7.9,33.0,0.72,0.84,0.4,0.01,0.0,3.7,16.0,9594.0,203.0,33.8,3242.0,7.2,1.42,25.3,20.8,0.74,44.6,65.3,,-0.39,81.6,91.1,111.0,80.5,31.0,4.9,3.0,205.04,1393.79,7868.0,3580.0,15.15
Qatar,64782.0,105.2,2.0,0.4,,0.85,3.24,,0.95,0.14,77.5,0.03,,6.5,7.0,,83.0,,3166.0,4.7,1.85,15.6,35.1,0.91,33.7,72.6,500000.0,2.36,77.2,90.5,53.0,41.0,25.4,2.9,,,540.32,209.0,,27.15
Romania,12914.0,214.33,12.6,1.3,,0.83,6.4,,0.84,0.98,0.65,0.0,0.06,7.0,14.0,6513.0,58.0,36.0,1576.0,7.3,1.76,42.0,22.5,0.64,42.5,68.6,25469.0,-0.5,75.6,54.5,116.0,96.8,26.7,3.1,7.0,238.33,530.35,14984.0,3490.0,8.8
Russia,11606.0,87.01,11.7,8.2,4.3,0.82,3.31,58.0,0.34,0.62,44484.0,0.0,1.0,5.8,14.0,2371.0,32.0,37.5,1488.0,21.6,1.5,34.2,23.1,0.85,40.3,58.9,73292.0,0.01,73.2,51.0,325.0,99.2,24.9,3.7,4.0,163.57,559.78,115171.0,3320.0,-5.1
Rwanda,820.0,,9.0,2.6,,0.54,3.1,,0.95,0.94,4.8,,,34.3,14.0,,29.0,43.7,170.0,9.5,3.99,20.2,5.8,0.22,19.7,71.1,,2.36,69.1,4.4,511.0,24.3,20.6,3.1,,7.23,13.82,,2090.0,17.85
Saudi Arabia,23140.0,90.24,0.2,1.3,8.4,0.85,2.08,26.0,0.93,0.05,98.2,0.0,,6.6,12.0,9600.0,31.0,,3520.0,5.4,2.28,17.2,35.4,0.8,30.8,60.7,324866.0,1.9,74.3,44.6,207.0,51.4,20.4,5.6,,83.65,323.36,2387.0,3120.0,24.65
Senegal,1452.0,35.32,0.7,0.3,,0.51,5.67,,0.96,0.04,96.1,0.0,,45.3,13.0,649.0,42.0,40.3,146.0,11.0,4.56,14.7,8.8,0.3,19.4,56.3,,2.77,68.6,17.7,68.0,21.5,19.9,4.8,,16.86,24.47,,2280.0,27.85
Serbia,7359.0,77.88,11.1,1.2,,0.81,6.22,,0.54,0.91,3.1,0.0,0.01,5.3,14.0,3410.0,62.0,36.2,1485.0,7.9,1.52,45.9,21.5,0.7,43.4,63.9,2272.0,-0.34,75.9,,158.0,96.6,28.1,4.0,28.5,148.53,652.98,11897.0,2700.0,10.55
Seychelles,17382.0,,13.8,12.5,,0.8,,,,0.95,1.1,0.0,,14.2,,3957.0,180.0,46.8,1549.0,7.7,2.34,25.7,14.0,0.57,36.8,61.4,,0.5,73.3,51.1,324.0,71.5,25.2,4.4,,79.23,102.99,,2400.0,27.15
Sierra Leone,528.0,,5.7,1.7,,0.45,4.86,,,0.15,78.6,0.0,,109.2,14.0,666.0,36.0,35.7,257.0,11.3,4.17,37.0,8.7,0.13,19.1,47.5,,2.12,60.8,6.1,60.0,3.7,17.1,4.6,,7.0,5.36,,2120.0,26.05
Singapore,64103.0,245.5,2.5,0.2,,0.94,6.03,,0.7,0.18,15.6,0.34,0.01,2.5,10.0,,471.0,,4439.0,9.7,1.14,16.6,6.1,0.84,35.6,89.4,,1.4,83.2,71.1,185.0,84.0,,2.9,,,1990.27,12000.0,,26.45
Slovakia,19256.0,101.28,11.5,1.1,,0.86,6.97,31.0,0.47,0.8,0.15,0.0,0.02,5.8,14.0,8410.0,112.0,25.2,2180.0,9.3,1.56,32.1,20.5,0.82,41.8,65.0,37.0,0.04,78.2,67.4,190.0,,28.1,3.9,,143.14,975.97,9400.0,2900.0,6.8
Slovenia,26062.0,108.47,12.6,0.5,,0.92,7.54,41.0,0.47,0.68,3.6,0.0,0.0,2.1,14.0,12153.0,104.0,24.2,3158.0,14.0,1.61,25.3,20.2,0.79,44.9,65.5,,0.07,81.3,88.0,53.0,99.3,29.0,4.8,18.3,235.01,1542.95,,3220.0,8.9
South Africa,6001.0,43.91,9.3,36.4,,0.71,7.05,14.0,0.85,0.8,1.9,0.0,0.43,34.5,12.0,3239.0,57.0,63.0,1129.0,23.5,2.38,38.1,28.3,0.55,28.0,58.3,35.0,1.2,65.3,39.0,248.0,72.1,29.0,6.2,36.0,55.75,225.1,5418.0,3000.0,17.75
Spain,29816.0,186.4,10.0,0.6,,0.9,8.12,41.0,0.49,0.59,2.6,0.0,0.07,3.1,14.0,15187.0,170.0,34.7,3576.0,5.3,1.24,37.5,23.8,0.91,43.9,65.7,57.0,0.03,83.2,118.6,122.0,94.7,32.3,4.2,6.4,164.29,1167.99,89962.0,3260.0,13.3
Sri Lanka,3940.0,,4.3,2.4,,0.78,6.14,,1.0,0.08,9.7,0.69,,7.1,12.0,671.0,68.0,39.8,517.0,12.9,2.19,28.3,5.2,0.34,33.7,56.4,,0.35,76.9,6.6,135.0,81.0,23.8,2.8,,34.98,63.5,4115.0,2370.0,26.95
Sudan,815.0,,0.5,5.1,,0.51,2.54,,0.93,0.02,97.0,0.0,,58.4,12.0,84.0,121.0,35.4,293.0,4.8,4.35,,6.6,0.3,18.3,47.7,,2.38,69.1,21.0,52.0,24.3,22.7,2.2,623.0,155.2,9.52,,2280.0,26.9
Suriname,6360.0,,5.1,5.4,,0.74,6.82,,,0.5,14.3,0.01,0.0,18.0,,,30.0,57.6,1180.0,25.9,2.39,,26.4,0.48,31.0,48.1,30465.0,0.87,71.5,40.3,183.0,76.0,29.3,,,48.97,29.51,47.0,2460.0,25.7
Sweden,52896.0,169.0,9.2,1.1,,0.95,9.26,46.0,0.17,0.64,8.1,0.0,0.1,2.6,15.0,,169.0,28.8,5828.0,12.4,1.7,52.7,20.6,0.96,41.1,75.2,,0.72,82.4,76.1,68.0,,33.5,7.7,36.0,341.23,2047.91,4074.0,3110.0,2.1
Switzerland,85135.0,188.69,11.5,0.6,,0.96,8.83,49.0,0.41,0.68,5.2,0.0,0.12,4.0,10.0,,285.0,32.7,8114.0,9.8,1.48,28.5,19.5,0.93,42.7,81.9,,0.83,83.92,72.9,80.0,,30.1,5.1,6.0,318.69,2507.62,12156.0,3450.0,5.5
Syria,1194.0,,0.3,0.9,,0.57,1.43,,0.89,0.1,87.0,,0.0,21.5,10.0,96.0,24.0,35.8,,2.1,2.77,,27.8,,23.5,,1627.0,0.2,72.7,21.2,60.0,39.0,26.3,5.1,3753.0,111.43,16.23,1138.0,3040.0,17.75
Tajikistan,894.0,,3.3,1.6,,0.67,1.94,,0.85,0.01,97.9,0.0,,33.8,14.0,315.0,38.0,34.0,250.0,5.3,3.56,,14.2,0.22,25.3,55.6,20.0,2.06,69.5,8.7,121.0,98.1,22.5,5.2,,54.54,6.81,132.0,2190.0,2.0
Tanzania,1084.0,,9.4,6.5,,0.53,5.1,,0.89,0.61,35.2,0.0,,50.3,7.0,209.0,34.0,40.5,112.0,8.2,4.83,23.6,8.4,,18.2,60.2,,3.06,67.3,10.0,59.0,43.5,18.9,3.4,,40.29,10.71,172.0,2020.0,22.35
Thailand,7785.0,206.81,8.3,2.6,,0.78,6.04,,0.97,0.01,5.4,0.93,0.0,9.0,7.0,3316.0,33.0,36.4,723.0,8.0,1.51,31.8,10.0,0.53,39.0,68.3,3667.0,0.22,77.7,27.9,449.0,78.7,21.0,4.1,0.4,29.35,181.72,6750.0,2540.0,26.3
Togo,899.0,,3.1,,,0.52,2.8,,0.8,0.29,20.0,0.0,,66.9,,717.0,26.0,43.1,109.0,14.8,4.26,12.2,8.4,0.12,20.0,50.3,,2.45,64.3,8.5,67.0,20.4,22.3,5.0,211.0,7.96,10.9,,2150.0,27.15
Trinidad and Tobago,16637.0,79.89,8.4,30.6,,0.8,7.16,,0.92,0.58,5.8,0.0,,17.5,,4619.0,76.0,40.3,2100.0,8.3,1.71,,18.6,0.76,37.8,57.0,44054.0,0.26,76.1,57.8,292.0,82.8,29.2,3.1,,103.8,151.82,,2700.0,25.75
Tunisia,3318.0,,1.9,3.1,,0.74,6.59,,0.93,0.0,99.8,0.0,0.01,16.9,13.0,1902.0,97.0,32.8,912.0,3.2,2.17,39.7,26.9,0.55,32.7,55.4,4275.0,1.09,77.0,25.5,194.0,39.8,28.7,6.6,,114.47,481.19,720.0,3330.0,19.2
Turkey,9127.0,,2.0,2.6,,0.82,4.48,28.0,0.82,0.0,89.5,0.0,0.09,10.0,12.0,7288.0,63.0,41.9,1171.0,2.3,2.06,35.4,32.01,0.75,32.2,64.6,622.0,1.37,78.6,19.3,335.0,88.1,24.8,4.4,8.5,193.94,407.29,75667.0,3500.0,9.9
Turkmenistan,8124.0,,5.4,4.2,,0.72,1.72,,0.8,0.09,93.7,0.0,0.0,42.0,14.0,1834.0,1.0,40.8,1275.0,6.1,2.74,,18.6,0.21,29.2,48.4,42549.0,1.61,69.7,41.7,552.0,97.6,23.3,3.0,,137.09,0.68,450.0,2740.0,15.1
Uganda,737.0,,9.5,10.5,,0.54,4.94,,0.93,0.89,14.0,0.0,,45.8,12.0,417.0,24.0,42.8,139.0,10.4,4.82,25.2,5.3,0.24,15.7,59.7,,3.23,66.7,11.7,124.0,36.1,18.2,2.6,143.0,37.27,15.75,288.0,2220.0,22.8
Ukraine,3496.0,67.52,8.6,6.2,,0.78,5.81,,0.46,0.82,1.7,0.0,0.3,8.4,14.0,3018.0,81.0,26.1,683.0,17.7,1.23,38.8,24.1,0.67,41.2,52.3,720.0,-0.49,73.0,32.3,148.0,100.0,25.0,5.4,168.0,145.03,234.6,24416.0,3290.0,8.3
United Arab Emirates,43103.0,151.09,3.8,0.5,,0.89,2.7,,0.91,0.09,76.0,0.02,,7.5,7.0,,59.0,32.5,3173.0,5.2,1.39,21.8,31.7,0.93,38.4,77.1,335103.0,1.39,76.1,74.4,104.0,42.1,25.3,1.3,,132.66,326.55,293.0,3170.0,27.0
United Kingdom,41855.0,92.63,11.4,1.2,2.2,0.93,8.54,49.0,0.27,0.59,6.3,0.0,1.8,4.3,11.0,23656.0,345.0,34.8,4620.0,6.9,1.65,,27.8,0.97,40.6,78.9,14284.0,0.58,81.4,79.6,,,31.5,5.5,57.2,232.2,1454.85,188000.0,3450.0,8.45
United States,65134.0,191.97,9.8,5.0,3.7,0.93,7.92,47.0,0.69,0.69,1.1,0.01,36.0,6.5,,15080.0,102.0,41.4,10624.0,14.5,1.71,32.3,36.2,0.96,38.5,76.8,35922.0,0.71,78.4,124.8,639.0,,28.0,5.0,17.7,254.69,1292.61,275232.0,3800.0,8.55
Uruguay,16190.0,53.88,10.8,12.1,,0.82,8.61,,0.41,0.58,0.1,0.0,0.11,7.1,13.0,6103.0,50.0,39.7,2169.0,18.8,1.96,39.0,27.9,0.68,35.5,68.6,,0.36,77.1,98.6,337.0,97.1,24.0,4.9,,210.54,247.01,3231.0,2840.0,17.55
Uzbekistan,1756.0,39.2,2.7,1.1,,0.72,2.12,,0.59,0.03,88.7,0.0,0.02,17.4,13.0,862.0,24.0,35.3,459.0,8.3,2.79,16.1,16.6,0.51,30.1,53.3,1682.0,1.41,73.0,20.7,68.0,99.8,22.4,6.3,,130.81,10.9,1003.0,2560.0,12.05
Venezuela,4733.0,,5.6,36.7,,0.71,2.76,,0.79,0.88,0.4,0.0,0.04,24.2,,10.32,23.0,46.9,384.0,2.1,2.25,,25.6,0.71,30.0,25.9,18821.0,1.26,73.9,56.6,134.0,88.1,22.7,3.6,,117.79,22.12,2275.0,2650.0,25.35
Vietnam,2715.0,66.38,8.3,1.5,,0.7,2.94,,0.3,0.08,0.1,0.16,,19.9,14.0,1437.0,26.0,35.7,440.0,7.2,2.05,,2.1,0.71,31.9,55.3,3194.0,1.0,73.7,28.6,128.0,76.9,22.8,4.3,16.6,16.36,44.86,24589.0,2780.0,24.45
Yemen,855.0,,0.1,6.8,,0.47,1.95,,0.99,0.0,99.2,0.0,,58.4,7.0,,21.0,36.7,,7.1,3.7,30.9,17.1,0.27,19.8,,797.0,2.33,66.6,14.7,53.0,13.7,23.0,5.2,1294.0,43.97,4.81,,2050.0,23.85
Zambia,1292.0,,4.8,5.4,,0.58,4.86,,0.95,0.96,1.0,0.0,,61.7,8.0,925.0,45.0,57.1,208.0,14.4,4.56,19.9,8.1,0.27,16.9,53.6,,2.97,62.5,11.9,123.0,52.3,18.7,1.3,,9.71,12.28,,1880.0,21.4
Zimbabwe,1464.0,,4.8,7.5,,0.57,3.16,,0.88,0.87,0.7,0.0,0.0,54.6,7.0,,77.0,44.3,198.0,23.6,3.53,18.3,15.5,0.31,20.5,40.4,,2.28,60.7,15.2,127.0,81.1,19.9,6.1,848.0,31.9,24.86,232.0,2210.0,21.0
